Time;IBI;HR;LVET;HRS;Sys;Dia;MAP;SV;CO;SVR;SVI;CI;SVRI;dP/dt;COCalibr
21.675000;1,100;55;0,340;20;109;77;88;69;3,7;1885;34;1,9;3755;552;-1,000
22.775000;1,120;54;0,335;20;109;77;88;70;3,8;1875;35;1,9;3735;561;-1,000
23.895000;1,195;50;0,345;20;115;76;89;71;3,5;2020;35;1,8;4020;558;-1,000
25.090000;1,225;49;0,350;20;114;75;88;79;3,9;1820;40;1,9;3625;552;-1,000
26.315000;1,220;49;0,340;20;111;74;86;78;3,8;1803;39;1,9;3590;522;-1,000
27.535000;1,170;51;0,350;20;106;71;84;79;4,1;1663;40;2,0;3310;467;-1,000
28.705000;1,135;53;0,350;20;103;71;84;75;3,9;1698;37;2,0;3380;423;-1,000
29.840000;1,100;55;0,350;20;103;72;84;71;3,8;1748;35;1,9;3480;398;-1,000
30.940000;1,025;59;0,350;20;102;72;84;69;4,1;1643;35;2,0;3270;389;-1,000
31.965000;1,035;58;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
33.000000;1,065;56;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
34.065000;1,110;54;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
35.175000;1,100;55;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
36.275000;1,100;55;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
37.375000;1,100;55;0,350;20;102;73;84;69;4,1;1643;35;2,0;3270;389;-1,000
38.475000;1,100;55;0,345;20;113;77;89;72;3,9;1820;36;2,0;3625;509;-1,000
39.575000;1,115;54;0,345;20;113;76;89;72;3,9;1833;36;1,9;3650;498;-1,000
40.690000;1,140;53;0,345;20;113;75;89;74;3,9;1838;37;1,9;3660;503;-1,000
41.830000;1,125;53;0,335;20;114;77;90;73;3,9;1838;37;1,9;3660;513;-1,000
42.955000;1,080;56;0,350;20;112;75;89;76;4,2;1683;38;2,1;3355;509;-1,000
44.035000;1,070;56;0,325;20;112;77;88;68;3,8;1855;34;1,9;3695;483;-1,000
45.105000;1,090;55;0,345;20;109;75;86;73;4,0;1718;37;2,0;3420;448;-1,000
46.195000;1,085;55;0,325;20;104;73;86;67;3,7;1840;34;1,9;3665;420;-1,000
47.280000;1,125;53;0,335;20;107;75;86;69;3,7;1875;34;1,8;3735;422;-1,000
48.405000;1,120;54;0,335;20;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
49.525000;1,050;57;0,335;20;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
50.575000;0,970;62;0,335;21;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
51.545000;0,830;72;0,335;22;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
52.375000;0,775;77;0,335;22;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
53.150000;0,770;78;0,335;21;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
53.920000;0,960;63;0,335;21;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
54.880000;1,045;57;0,335;21;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
55.925000;0,950;63;0,335;21;101;72;86;69;3,7;1875;34;1,8;3735;422;-1,000
56.875000;0,950;63;0,345;21;113;75;89;77;4,8;1465;39;2,4;2920;484;-1,000
57.825000;0,965;62;0,335;20;116;77;89;75;4,6;1545;37;2,3;3080;523;-1,000
58.790000;0,950;63;0,340;20;115;76;90;76;4,8;1488;38;2,4;2965;516;-1,000
59.740000;0,990;61;0,340;20;116;77;90;74;4,4;1623;37;2,2;3235;508;-1,000
60.730000;1,040;58;0,345;20;117;77;91;73;4,2;1733;36;2,1;3455;514;-1,000
61.770000;1,045;57;0,340;20;117;77;91;73;4,2;1753;36;2,1;3490;523;-1,000
62.815000;1,065;56;0,345;20;117;78;92;72;4,0;1820;36;2,0;3625;516;-1,000
63.880000;1,040;58;0,350;20;117;78;93;76;4,3;1710;38;2,2;3410;508;-1,000
64.920000;0,955;63;0,340;20;116;79;94;71;4,4;1695;35;2,2;3375;472;-1,000
65.875000;1,010;59;0,340;20;119;82;94;71;4,4;1695;35;2,2;3375;472;-1,000
66.885000;0,990;61;0,340;20;119;82;94;71;4,4;1695;35;2,2;3375;472;-1,000
67.875000;1,045;57;0,340;20;119;82;94;71;4,4;1695;35;2,2;3375;472;-1,000
68.920000;1,065;56;0,340;20;119;82;94;71;4,4;1695;35;2,2;3375;472;-1,000
69.985000;1,010;59;0,340;20;119;82;94;71;4,4;1695;35;2,2;3375;472;-1,000
70.995000;1,180;51;0,355;20;123;82;95;73;3,7;2045;36;1,8;4075;564;-1,000
72.175000;1,035;58;0,345;20;120;78;94;78;4,5;1663;39;2,2;3315;572;-1,000
73.210000;0,940;64;0,325;20;119;80;94;73;4,6;1625;36;2,3;3235;548;-1,000
74.150000;0,935;64;0,325;20;120;80;95;73;4,7;1618;37;2,3;3220;561;-1,000
75.085000;1,050;57;0,340;20;121;80;94;72;4,1;1830;36;2,0;3645;577;-1,000
76.135000;1,170;51;0,340;20;122;79;94;74;3,8;1975;37;1,9;3935;603;-1,000
77.305000;1,225;49;0,340;20;121;78;92;77;3,8;1965;39;1,9;3915;603;-1,000
78.530000;1,235;49;0,350;20;120;76;91;82;4,0;1830;41;2,0;3645;594;-1,000
79.765000;1,195;50;0,335;20;118;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
80.960000;1,145;52;0,335;20;117;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
82.105000;1,150;52;0,335;20;117;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
83.255000;1,170;51;0,335;20;117;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
84.425000;1,025;59;0,335;20;117;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
85.450000;1,035;58;0,335;20;117;75;90;81;4,0;1783;40;2,0;3555;577;-1,000
86.485000;1,080;56;0,340;20;121;79;93;76;4,2;1743;38;2,1;3470;583;-1,000
87.565000;0,985;61;0,340;20;119;77;93;78;4,8;1550;39;2,4;3090;592;-1,000
88.550000;0,935;64;0,335;20;122;79;95;77;4,9;1550;38;2,4;3090;603;-1,000
89.485000;1,015;59;0,335;20;126;81;97;75;4,4;1753;37;2,2;3490;636;-1,000
90.500000;1,150;52;0,340;20;127;81;95;75;3,9;1935;38;2,0;3855;663;-1,000
91.650000;1,155;52;0,345;20;125;78;93;82;4,2;1765;41;2,1;3515;664;-1,000
92.805000;1,150;52;0,345;20;123;77;93;83;4,3;1723;41;2,1;3430;661;-1,000
93.955000;1,150;52;0,345;20;123;76;92;83;4,3;1718;41;2,1;3420;644;-1,000
95.105000;1,125;53;0,340;20;123;77;93;80;4,3;1748;40;2,1;3480;645;-1,000
96.230000;1,155;52;0,340;19;126;78;93;80;4,3;1748;40;2,1;3480;645;-1,000
97.385000;1,005;60;0,340;20;126;78;93;80;4,3;1748;40;2,1;3480;645;-1,000
98.390000;0,985;61;0,340;19;126;78;93;80;4,3;1748;40;2,1;3480;645;-1,000
99.375000;0,965;62;0,340;19;126;84;99;73;4,5;1753;36;2,3;3495;630;-1,000
100.340000;0,905;66;0,345;19;127;84;101;75;5,0;1610;38;2,5;3210;595;-1,000
101.245000;0,995;60;0,340;19;128;86;100;71;4,3;1853;36;2,2;3690;622;-1,000
102.240000;0,990;61;0,345;19;129;85;102;75;4,5;1790;38;2,3;3565;647;-1,000
103.230000;1,045;57;0,345;19;134;86;103;76;4,3;1900;38;2,2;3785;680;-1,000
104.275000;1,015;59;0,340;19;130;85;101;76;4,5;1793;38;2,2;3570;688;-1,000
105.290000;1,000;60;0,335;20;125;83;96;72;4,3;1780;36;2,2;3545;602;-1,000
106.290000;0,960;63;0,340;23;123;83;97;68;4,2;1830;34;2,1;3645;511;-1,000
107.250000;0,905;66;0,340;22;122;83;94;68;4,5;1663;34;2,2;3315;539;-1,000
108.155000;0,900;67;0,340;22;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
109.055000;0,820;73;0,340;21;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
109.875000;0,895;67;0,340;20;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
110.770000;0,855;70;0,340;20;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
111.625000;0,785;76;0,340;20;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
112.410000;0,815;74;0,340;20;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
113.225000;0,785;76;0,340;20;117;79;94;68;4,5;1663;34;2,2;3315;539;-1,000
114.010000;0,785;76;0,340;20;105;72;83;74;5,7;1170;37;2,8;2330;445;-1,000
114.795000;0,795;75;0,335;19;101;70;80;72;5,4;1165;36;2,7;2320;419;-1,000
115.590000;0,845;71;0,330;19;104;68;83;72;5,1;1288;36;2,5;2565;442;-1,000
116.435000;0,850;71;0,330;19;105;72;84;66;4,6;1453;33;2,3;2895;444;-1,000
117.285000;0,890;67;0,335;19;106;73;83;69;4,6;1443;34;2,3;2870;455;-1,000
118.175000;0,900;67;0,335;19;105;72;84;70;4,7;1430;35;2,3;2850;458;-1,000
119.075000;0,855;70;0,330;19;108;73;85;74;5,2;1320;37;2,6;2630;472;-1,000
119.930000;0,915;66;0,340;19;109;74;86;73;4,8;1435;36;2,4;2860;475;-1,000
120.845000;0,905;66;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
121.750000;0,860;70;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
122.610000;0,895;67;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
123.505000;0,835;72;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
124.340000;0,825;73;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
125.165000;0,880;68;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
126.045000;0,990;61;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
127.035000;1,030;58;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
128.065000;0,985;61;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
129.050000;0,895;67;0,330;19;106;72;84;72;4,8;1400;36;2,4;2790;480;-1,000
129.945000;0,980;61;0,330;20;123;81;96;68;4,1;1848;34;2,1;3680;605;-1,000
130.925000;0,930;65;0,330;20;128;81;98;75;4,8;1613;38;2,4;3215;645;-1,000
131.855000;0,925;65;0,330;20;126;82;96;74;4,8;1618;37;2,4;3225;628;-1,000
132.780000;0,940;64;0,330;20;127;82;96;76;4,9;1575;38;2,4;3135;647;-1,000
133.720000;0,870;69;0,325;20;126;80;96;79;5,4;1408;40;2,7;2805;650;-1,000
134.590000;0,830;72;0,325;21;126;80;99;76;5,5;1440;38;2,8;2870;628;-1,000
135.420000;0,795;75;0,340;23;135;88;107;73;5,5;1558;36;2,7;3105;642;-1,000
136.215000;0,855;70;0,340;22;137;93;107;73;5,5;1558;36;2,7;3105;642;-1,000
137.070000;0,845;71;0,340;22;137;93;107;73;5,5;1558;36;2,7;3105;642;-1,000
137.915000;0,865;69;0,340;22;137;93;107;73;5,5;1558;36;2,7;3105;642;-1,000
138.780000;0,950;63;0,340;22;137;93;107;73;5,5;1558;36;2,7;3105;642;-1,000
139.730000;1,015;59;0,330;22;126;81;95;73;4,3;1743;37;2,2;3475;628;-1,000
140.745000;1,015;59;0,335;22;123;79;94;75;4,4;1703;37;2,2;3390;611;-1,000
141.760000;0,980;61;0,330;22;124;81;96;73;4,4;1730;36;2,2;3450;605;-1,000
142.740000;0,945;63;0,340;22;124;81;96;74;4,7;1635;37;2,3;3255;594;-1,000
143.685000;0,925;65;0,335;22;124;82;97;73;4,7;1643;36;2,3;3275;570;-1,000
144.610000;1,005;60;0,335;22;123;82;96;69;4,1;1865;34;2,0;3715;559;-1,000
145.615000;1,050;57;0,335;22;123;82;97;69;3,9;1983;34;2,0;3950;569;-1,000
146.665000;1,070;56;0,340;22;122;82;94;73;4,1;1850;36;2,0;3685;564;-1,000
147.735000;1,010;59;0,335;22;118;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
148.745000;0,890;67;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
149.635000;0,850;71;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
150.485000;0,905;66;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
151.390000;0,900;67;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
152.290000;0,880;68;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
153.170000;0,900;67;0,335;22;117;79;93;74;4,4;1688;37;2,2;3360;544;-1,000
154.070000;0,895;67;0,335;22;132;88;107;71;4,8;1790;36;2,4;3570;648;-1,000
154.965000;0,890;67;0,340;22;137;93;110;67;4,5;1965;33;2,2;3915;691;-1,000
155.855000;0,995;60;0,340;22;139;94;108;69;4,1;2085;34;2,1;4150;722;-1,000
156.850000;1,105;54;0,340;22;139;91;105;72;3,9;2140;36;2,0;4265;752;-1,000
157.955000;1,165;52;0,340;22;134;85;101;77;4,0;2028;39;2,0;4040;730;-1,000
159.120000;0,975;62;0,330;22;129;83;100;78;4,8;1660;39;2,4;3310;681;-1,000
160.095000;1,040;58;0,335;22;131;87;100;72;4,1;1933;36;2,1;3850;650;-1,000
161.135000;1,130;53;0,345;22;126;83;96;75;4,0;1935;37;2,0;3855;634;-1,000
162.265000;1,055;57;0,340;22;121;79;94;77;4,3;1725;38;2,2;3435;598;-1,000
163.320000;1,090;55;0,340;22;118;80;94;77;4,3;1725;38;2,2;3435;598;-1,000
164.410000;1,125;53;0,340;22;118;80;94;77;4,3;1725;38;2,2;3435;598;-1,000
165.535000;1,090;55;0,340;22;118;80;94;77;4,3;1725;38;2,2;3435;598;-1,000
166.625000;1,095;55;0,340;22;118;80;94;77;4,3;1725;38;2,2;3435;598;-1,000
167.720000;1,075;56;0,340;22;116;78;91;73;4,1;1785;36;2,0;3560;522;-1,000
168.795000;1,000;60;0,345;22;113;77;91;72;4,3;1673;36;2,2;3330;503;-1,000
169.795000;0,935;64;0,335;22;112;79;91;65;4,2;1743;32;2,1;3470;477;-1,000
170.730000;0,980;61;0,340;22;114;79;92;68;4,2;1763;34;2,1;3510;491;-1,000
171.710000;0,830;72;0,350;22;116;80;96;73;5,3;1443;37;2,6;2870;522;-1,000
172.540000;1,035;58;0,345;21;120;84;95;67;3,9;1960;34;1,9;3905;538;-1,000
173.575000;1,210;50;0,350;21;120;80;94;70;3,5;2165;35;1,7;4315;588;-1,000
174.785000;1,060;57;0,345;21;121;77;94;82;4,7;1613;41;2,3;3215;616;-1,000
175.845000;1,005;60;0,340;21;117;79;93;72;4,3;1718;36;2,2;3420;547;-1,000
176.850000;0,965;62;0,340;21;118;80;93;72;4,3;1718;36;2,2;3420;547;-1,000
177.815000;0,980;61;0,340;21;118;80;93;72;4,3;1718;36;2,2;3420;547;-1,000
178.795000;1,005;60;0,340;21;118;80;93;72;4,3;1718;36;2,2;3420;547;-1,000
179.800000;1,215;49;0,340;21;118;80;93;72;4,3;1718;36;2,2;3420;547;-1,000
181.015000;1,155;52;0,340;21;118;80;93;72;4,3;1718;36;2,2;3420;547;-1,000
182.170000;1,090;55;0,350;21;124;81;97;76;4,2;1840;38;2,1;3665;616;-1,000
183.260000;1,075;56;0,345;21;125;82;97;73;4,0;1923;36;2,0;3830;616;-1,000
184.335000;1,090;55;0,345;21;126;83;100;73;4,0;1973;37;2,0;3930;623;-1,000
185.425000;1,050;57;0,345;21;129;85;103;72;4,1;1993;36;2,0;3970;644;-1,000
186.475000;1,075;56;0,345;21;131;87;104;71;4,0;2093;36;2,0;4170;647;-1,000
187.550000;1,090;55;0,345;21;132;88;104;72;4,0;2098;36;2,0;4180;664;-1,000
188.640000;1,080;56;0,345;21;131;87;103;72;4,0;2053;36;2,0;4090;645;-1,000
189.720000;1,100;55;0,340;21;132;87;103;74;4,0;2048;37;2,0;4080;664;-1,000
190.820000;1,055;57;0,345;21;130;86;103;75;4,2;1940;37;2,1;3865;659;-1,000
191.875000;1,110;54;0,345;21;131;87;103;75;4,2;1940;37;2,1;3865;659;-1,000
192.985000;1,035;58;0,345;21;131;87;103;75;4,2;1940;37;2,1;3865;659;-1,000
194.020000;0,935;64;0,345;21;131;87;103;75;4,2;1940;37;2,1;3865;659;-1,000
194.955000;0,935;64;0,345;21;131;87;103;75;4,2;1940;37;2,1;3865;659;-1,000
195.890000;0,940;64;0,340;21;137;92;109;71;4,5;1925;35;2,3;3835;711;-1,000
196.830000;0,905;66;0,335;21;138;92;110;69;4,6;1905;35;2,3;3795;711;-1,000
197.735000;0,920;65;0,340;21;140;94;110;71;4,6;1915;35;2,3;3815;736;-1,000
198.655000;0,960;63;0,340;21;139;92;109;71;4,4;1948;36;2,2;3880;748;-1,000
199.615000;1,100;55;0,345;21;138;90;105;73;4,0;2108;37;2,0;4200;750;-1,000
200.715000;1,105;54;0,345;21;135;85;103;79;4,3;1918;39;2,1;3820;763;-1,000
201.820000;1,130;53;0,345;21;132;85;100;78;4,1;1933;39;2,1;3850;711;-1,000
202.950000;1,120;54;0,345;21;128;82;97;80;4,3;1823;40;2,1;3630;678;-1,000
204.070000;0,990;61;0,345;21;124;80;97;80;4,8;1603;40;2,4;3195;636;-1,000
205.060000;0,980;61;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
206.040000;0,935;64;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
206.975000;0,880;68;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
207.855000;0,865;69;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
208.720000;0,910;66;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
209.630000;1,050;57;0,345;21;122;82;97;80;4,8;1603;40;2,4;3195;636;-1,000
210.680000;1,095;55;0,345;21;128;84;100;73;4,0;2003;37;2,0;3990;648;-1,000
211.775000;1,160;52;0,345;21;128;84;98;74;3,8;2060;37;1,9;4105;661;-1,000
212.935000;1,185;51;0,345;21;126;81;96;76;3,8;2008;38;1,9;4000;631;-1,000
214.120000;1,180;51;0,345;21;125;81;96;78;4,0;1930;39;2,0;3845;633;-1,000
215.300000;1,150;52;0,365;21;124;80;96;81;4,2;1818;41;2,1;3620;628;-1,000
216.450000;1,110;54;0,345;21;124;81;97;77;4,2;1853;39;2,1;3690;613;-1,000
217.560000;1,100;55;0,350;21;125;82;98;74;4,1;1923;37;2,0;3830;611;-1,000
218.660000;1,125;53;0,350;21;124;82;98;74;3,9;1998;37;2,0;3980;598;-1,000
219.785000;1,085;55;0,345;21;124;83;99;74;4,1;1933;37;2,0;3850;600;-1,000
220.870000;1,035;58;0,345;21;124;83;99;74;4,1;1933;37;2,0;3850;600;-1,000
221.905000;0,900;67;0,345;22;124;83;99;74;4,1;1933;37;2,0;3850;600;-1,000
222.805000;0,815;74;0,345;23;124;83;99;74;4,1;1933;37;2,0;3850;600;-1,000
223.620000;0,840;71;0,375;23;133;100;111;60;4,3;2058;30;2,1;4100;528;-1,000
224.460000;0,815;74;0,360;23;131;91;108;66;4,8;1793;33;2,4;3575;623;-1,000
225.275000;0,770;78;0,355;23;130;89;103;79;6,1;1348;39;3,1;2685;631;-1,000
226.045000;0,785;76;0,340;23;129;87;102;72;5,5;1480;36;2,8;2950;616;-1,000
226.830000;0,795;75;0,340;23;129;88;103;69;5,2;1580;35;2,6;3150;619;-1,000
227.625000;0,890;67;0,345;23;131;87;100;70;4,7;1703;35;2,3;3395;645;-1,000
228.515000;0,885;68;0,340;22;128;84;99;75;5,1;1553;38;2,5;3090;647;-1,000
229.400000;0,850;71;0,340;22;126;83;99;74;5,2;1510;37;2,6;3010;613;-1,000
230.250000;0,830;72;0,340;23;128;85;100;73;5,3;1520;37;2,6;3025;623;-1,000
231.080000;0,790;76;0,340;23;129;86;100;73;5,3;1520;37;2,6;3025;623;-1,000
231.870000;0,945;63;0,340;23;129;86;100;73;5,3;1520;37;2,6;3025;623;-1,000
232.815000;0,915;66;0,340;23;129;86;100;73;5,3;1520;37;2,6;3025;623;-1,000
233.730000;1,030;58;0,335;23;132;86;100;70;4,1;1958;35;2,0;3900;669;-1,000
234.760000;1,015;59;0,335;22;131;83;99;78;4,6;1725;39;2,3;3440;702;-1,000
235.775000;1,010;59;0,340;22;127;82;97;77;4,5;1715;38;2,3;3415;650;-1,000
236.785000;0,895;67;0,380;22;127;82;99;85;5,7;1375;43;2,9;2740;672;-1,000
237.680000;0,795;75;0,350;22;128;84;103;80;6,0;1375;40;3,0;2740;656;-1,000
238.475000;1,005;60;0,345;22;131;88;102;67;4,0;2048;33;2,0;4080;669;-1,000
239.480000;1,025;59;0,340;22;131;85;100;72;4,2;1898;36;2,1;3780;708;-1,000
240.505000;0,950;63;0,320;22;130;84;104;71;4,5;1838;36;2,3;3660;697;-1,000
241.455000;0,950;63;0,335;22;137;90;109;72;4,5;1923;36;2,3;3830;719;-1,000
242.405000;0,980;61;0,335;21;140;92;109;72;4,5;1923;36;2,3;3830;719;-1,000
243.385000;0,975;62;0,335;22;140;92;109;72;4,5;1923;36;2,3;3830;719;-1,000
244.360000;0,565;106;0,335;22;140;92;109;72;4,5;1923;36;2,3;3830;719;-1,000
244.925000;0,475;126;0,305;22;109;96;100;31;3,8;2080;15;1,9;4145;123;-1,000
245.400000;1,050;57;0,350;22;132;88;103;71;4,0;2048;35;2,0;4080;755;-1,000
246.450000;1,110;54;0,335;22;133;88;102;71;3,8;2128;35;1,9;4240;739;-1,000
247.560000;1,070;56;0,330;22;130;85;100;75;4,2;1920;37;2,1;3825;739;-1,000
248.630000;1,020;59;0,330;22;130;85;101;74;4,3;1850;37;2,2;3685;719;-1,000
249.650000;1,005;60;0,335;22;129;86;101;73;4,4;1843;37;2,2;3670;697;-1,000
250.655000;0,960;63;0,320;22;127;85;100;68;4,3;1870;34;2,1;3725;673;-1,000
251.615000;0,890;67;0,320;22;128;85;101;71;4,8;1703;35;2,4;3390;681;-1,000
252.505000;0,895;67;0,330;22;130;87;102;71;4,8;1715;36;2,4;3415;702;-1,000
253.400000;0,965;62;0,330;22;131;87;102;71;4,4;1840;36;2,2;3665;714;-1,000
254.365000;0,990;61;0,330;22;132;86;102;72;4,3;1885;36;2,2;3755;753;-1,000
255.355000;1,155;52;0,325;22;133;86;101;72;3,7;2170;36;1,9;4320;778;-1,000
256.510000;1,150;52;0,325;22;132;83;99;79;4,1;1938;39;2,0;3860;817;-1,000
257.660000;1,165;52;0,335;22;131;82;98;80;4,1;1900;40;2,1;3785;792;-1,000
258.825000;1,175;51;0,335;22;130;81;97;81;4,1;1870;41;2,1;3725;764;-1,000
260.000000;1,130;53;0,325;22;127;79;96;80;4,2;1808;40;2,1;3600;738;-1,000
261.130000;0,935;64;0,325;22;126;81;100;77;4,9;1605;39;2,5;3200;703;-1,000
262.065000;0,855;70;0,335;22;127;86;103;71;5,0;1648;36;2,5;3280;655;-1,000
262.920000;0,955;63;0,335;22;130;89;103;68;4,3;1923;34;2,1;3830;652;-1,000
263.875000;1,040;58;0,335;22;129;87;103;68;4,3;1923;34;2,1;3830;652;-1,000
264.915000;1,075;56;0,335;22;129;87;103;68;4,3;1923;34;2,1;3830;652;-1,000
265.990000;0,975;62;0,335;22;129;87;103;68;4,3;1923;34;2,1;3830;652;-1,000
266.965000;1,030;58;0,335;22;129;87;103;68;4,3;1923;34;2,1;3830;652;-1,000
267.995000;1,025;59;0,340;21;129;83;100;75;4,4;1810;38;2,2;3605;714;-1,000
269.020000;1,010;59;0,330;22;128;84;99;73;4,3;1830;37;2,2;3645;716;-1,000
270.030000;0,985;61;0,335;22;128;84;100;73;4,4;1808;37;2,2;3600;697;-1,000
271.015000;0,960;63;0,335;22;128;85;101;70;4,4;1843;35;2,2;3670;691;-1,000
271.975000;0,935;64;0,335;22;130;87;103;71;4,5;1813;36;2,3;3610;708;-1,000
272.910000;1,045;57;0,345;22;133;88;103;72;4,1;1993;36;2,1;3970;734;-1,000
273.955000;1,110;54;0,345;22;133;87;102;74;4,0;2043;37;2,0;4065;764;-1,000
275.065000;1,070;56;0,340;22;131;85;102;77;4,3;1873;39;2,2;3730;756;-1,000
276.135000;1,040;58;0,340;21;129;85;101;74;4,3;1885;37;2,1;3755;723;-1,000
277.175000;0,980;61;0,335;22;129;85;102;74;4,5;1810;37;2,2;3605;716;-1,000
278.155000;0,965;62;0,340;22;130;85;103;75;4,6;1768;37;2,3;3525;719;-1,000
279.120000;0,965;62;0,340;21;132;87;104;73;4,5;1830;37;2,3;3645;709;-1,000
280.085000;1,005;60;0,340;22;133;89;104;71;4,2;1968;35;2,1;3920;705;-1,000
281.090000;0,950;63;0,340;22;131;87;103;73;4,6;1800;36;2,3;3585;703;-1,000
282.040000;0,905;66;0,330;22;130;87;103;70;4,6;1788;35;2,3;3565;686;-1,000
282.945000;1,010;59;0,345;21;133;89;103;71;4,2;1950;36;2,1;3885;709;-1,000
283.955000;1,025;59;0,340;21;130;86;102;73;4,3;1903;36;2,1;3790;714;-1,000
284.980000;1,005;60;0,340;22;130;86;102;74;4,4;1850;37;2,2;3685;711;-1,000
285.985000;1,030;58;0,335;22;129;86;100;72;4,2;1898;36;2,1;3780;695;-1,000
287.015000;1,040;58;0,340;21;127;84;99;74;4,2;1865;37;2,1;3715;691;-1,000
288.055000;1,070;56;0,335;21;126;83;98;73;4,1;1928;36;2,0;3840;686;-1,000
289.125000;1,090;55;0,330;21;125;83;97;71;3,9;1983;35;2,0;3950;656;-1,000
290.215000;0,995;60;0,335;22;123;81;96;76;4,6;1673;38;2,3;3335;648;-1,000
291.210000;0,940;64;0,330;22;123;82;97;73;4,6;1673;36;2,3;3335;653;-1,000
292.150000;0,965;62;0,335;22;125;83;97;75;4,6;1678;37;2,3;3340;673;-1,000
293.115000;0,990;61;0,335;22;125;82;98;73;4,4;1770;37;2,2;3525;684;-1,000
294.105000;1,030;58;0,340;22;127;83;98;74;4,3;1833;37;2,1;3650;695;-1,000
295.135000;1,060;57;0,340;22;125;82;95;76;4,3;1778;38;2,1;3540;686;-1,000
296.195000;0,955;63;0,340;22;123;80;97;79;4,9;1560;39;2,5;3110;653;-1,000
297.150000;0,965;62;0,340;22;127;85;97;79;4,9;1560;39;2,5;3110;653;-1,000
298.115000;1,045;57;0,340;21;127;85;97;79;4,9;1560;39;2,5;3110;653;-1,000
299.160000;1,040;58;0,340;21;127;85;97;79;4,9;1560;39;2,5;3110;653;-1,000
300.200000;1,030;58;0,340;21;127;85;97;79;4,9;1560;39;2,5;3110;653;-1,000
301.230000;1,055;57;0,330;21;129;84;100;72;4,1;1953;36;2,0;3890;711;-1,000
302.285000;1,085;55;0,335;21;129;84;100;73;4,0;1988;36;2,0;3960;719;-1,000
303.370000;1,015;59;0,330;22;128;83;99;76;4,4;1783;38;2,2;3550;727;-1,000
304.385000;0,925;65;0,325;22;127;84;100;71;4,6;1725;36;2,3;3435;694;-1,000
305.310000;0,880;68;0,325;22;128;86;101;71;4,8;1668;36;2,4;3320;695;-1,000
306.190000;0,905;66;0,335;22;130;86;101;74;4,9;1645;37;2,4;3280;711;-1,000
307.095000;0,930;65;0,335;22;131;87;103;71;4,6;1805;35;2,3;3595;713;-1,000
308.025000;1,085;55;0,335;22;135;89;103;69;3,8;2143;35;1,9;4270;761;-1,000
309.110000;1,075;56;0,335;22;131;84;101;75;4,2;1915;38;2,1;3815;781;-1,000
310.185000;1,060;57;0,335;22;132;86;101;75;4,3;1898;38;2,1;3780;753;-1,000
